Kanji,Kanji_Core_Meaning,Word,Word_Reading,English_Meaning,Connection_Type,Figurative_Note,Position_in_Deck
治,"reign, be at peace",政治,せいじ,politics,direct,,1151
治,"reign, be at peace",治す,なおす,"cure, heal",direct,,1152
政,"politics, government",政治,せいじ,politics,direct,,1151
政,"politics, government",政府,せいふ,"government, administration",direct,,1153
政,"politics, government",政策,せいさく,"policy, political measures",direct,,1156
政,"politics, government",政権,せいけん,"political power, government, administration",direct,,1442
府,"borough, urban prefecture",政府,せいふ,"government, administration",direct,,1153
党,"party, faction",党,とう,political party,direct,,1154
策,"scheme, plan",対策,たいさく,"measure, countermeasure",direct,,1155
策,"scheme, plan",政策,せいさく,"policy, political measures",direct,,1156
選,"elect, select",選ぶ,えらぶ,"choose, elect",direct,,1157
選,"elect, select",選手,せんしゅ,player (in a game); team member,direct,,1158
選,"elect, select",選挙,せんきょ,election,direct,,1159
挙,"raise, plan",選挙,せんきょ,election,direct,,1159
候,"climate, season",候補,こうほ,"candidate, candidacy",direct,,1160
補,"supplement, supply",候補,こうほ,"candidate, candidacy",direct,,1160
革,"leather, skin",改革,かいかく,reform,figurative,"革 literally ""leather/hide,"" used here for its secondary sense ""reform/renew""",1163
革,"leather, skin",革,かわ,leather,direct,,1164
改,"reformation, change",改革,かいかく,reform,figurative,"革 literally ""leather/hide,"" used here for its secondary sense ""reform/renew""",1163
改,"reformation, change",改札口,かいさつぐち,ticket barrier,figurative,"change + examine + mouth/opening → where tickets are ""checked"" → ticket barrier",1396
命,"fate, command",命令,めいれい,"command, order",direct,,1165
命,"fate, command",一生懸命,いっしょうけんめい,"as hard as one can, with all one's might",figurative,one life + risking → as if risking one's whole life → with all one's might,1588
令,"orders, ancient laws",命令,めいれい,"command, order",direct,,1165
組,"association, braid",番組,ばんぐみ,"program (TV, radio)",figurative,turn/number + group/set → doesn't map directly → (TV/radio) program,1166
組,"association, braid",組み立てる,くみたてる,"put together, assemble, construct",direct,,1167
組,"association, braid",組織,そしき,"organization, structure, tissue",figurative,"group + weave → a ""woven group"" → organization",1168
織,"weave, fabric",組織,そしき,"organization, structure, tissue",figurative,"group + weave → a ""woven group"" → organization",1168
進,"advance, proceed",進める,すすめる,"advance, promote, speed (st) up",direct,,1169
進,"advance, proceed",進む,すすむ,"advance, move forward",direct,,1170
進,"advance, proceed",進学,しんがく,entering the next level of school,direct,,1171
拡,"broaden, extend",拡大,かくだい,"magnification, enlargement",direct,,1172
任,"responsibility, duty",責任,せきにん,"responsibility, liability",direct,,1174
責,"blame, condemn",責任,せきにん,"responsibility, liability",direct,,1174
辞,"resign, word",辞める,やめる,"resign, retire",direct,,1175
辞,"resign, word",辞書,じしょ,dictionary,direct,,1176
辞,"resign, word",お辞儀,おじぎ,"bow, bowing",figurative,words/resign + ceremony → doesn't map directly → a bow,1617
勤,"diligence, become employed",通勤,つうきん,commute,direct,,1177
勤,"diligence, become employed",勤める,つとめる,to work for (~に),direct,,1178
務,"task, duties",事務所,じむしょ,"office, one's place of business",direct,,1179
務,"task, duties",事務室,じむしつ,office,direct,,1180
従,"accompany, obey",従来,じゅうらい,"former, old",figurative,"follow + come → what has ""followed along"" until now → former, up until now",1181
績,"exploits, achievements",成績,せいせき,"grade (school), results, record",direct,,1182
集,"gather, meet",集める,あつめる,"collect, gather",direct,,1183
集,"gather, meet",集まる,あつまる,"gather, be collected",direct,,1184
採,"pick, take",採用,さいよう,employment,direct,,1185
給,"salary, wage",給料,きゅうりょう,"salary, pay",direct,,1186
卒,"graduate, soldier",卒業,そつぎょう,graduation,direct,,1187
就,"concerning, settle",就職,しゅうしょく,finding employment,direct,,1188
職,"post, employment",就職,しゅうしょく,finding employment,direct,,1188
退,"retreat, withdraw",退院,たいいん,discharge from a hospital,direct,,1189
契,"pledge, promise",契約,けいやく,"contract, agreement",direct,,1190
渉,"ford, go cross",交渉,こうしょう,"negotiation, bargaining",direct,,1191
件,"affair, case",事件,じけん,"event, incident, case",direct,,1192
件,"affair, case",条件,じょうけん,"condition, terms",direct,,1193
条,"article, clause",条件,じょうけん,"condition, terms",direct,,1193
加,"add, addition",参加,さんか,"participation, taking part in",direct,,1195
加,"add, addition",増加,ぞうか,"increase, gain",direct,,1196
加,"add, addition",加える,くわえる,add (one thing to another)<div>(can be the same or a different kind of thing)</div>,direct,,1197
加,"add, addition",加工,かこう,"processing, manufacturing<div>(turning st into st else)</div>",direct,,1198
参,"nonplussed, three (in documents)",参加,さんか,"participation, taking part in",direct,,1195
参,"nonplussed, three (in documents)",人参,にんじん,carrot,direct,,1677
比,"compare, race",比べる,くらべる,"compare, contrast",direct,,1199
批,"criticism, strike",批判,ひはん,"criticism, comment",direct,,1200
判,"judgement, signature",批判,ひはん,"criticism, comment",direct,,1200
判,"judgement, signature",判断,はんだん,"judgment, decision",figurative,"judge/seal + cut → ""cutting a judgment"" → decision",1296
評,"evaluate, criticism",評価,ひょうか,"evaluation, rating",direct,,1201
象,"elephant, pattern after",対象,たいしょう,"target, subject",figurative,"face/pair + image/symbol → the ""image"" one faces → target, subject",1202
障,"hinder, hurt",故障,こしょう,"malfunction, fault, breakdown",direct,,1203
修,"discipline, conduct oneself well",修理,しゅうり,"repair, mending",direct,,1204
換,"interchange, period",乗り換える,のりかえる,"change, transfer (trainなど)",direct,,1205
換,"interchange, period",乗り換え,のりかえ,"change (trainなど), transfer",direct,,1206
換,"interchange, period",換える,かえる,"swap, convert",direct,,1208
替,"exchange, spare",着替える,きがえる,change clothes,direct,,1209
替,"exchange, spare",両替,りょうがえ,"exchanging currency, break (a 1万 note)",direct,,1331
被,"incur, cover",被る,かぶる,put on (a hat),direct,,1210
破,"rend, rip",破る,やぶる,"tear (st), break (through) （~を）",direct,,1211
破,"rend, rip",破れる,やぶれる,"(st) rips, gets torn",direct,,1212
壊,"demolition, break",壊す,こわす,"break, destroy, smash",direct,,1213
壊,"demolition, break",壊れる,こわれる,"break, break down, get out of order",direct,,1214
救,"salvation, save",救急車,きゅうきゅうしゃ,ambulance,direct,,1215
助,"help, rescue",助ける,たすける,"help, save",direct,,1216
派,"faction, group",立派,りっぱ,"fine, excellent",figurative,"stand + sect/school → doesn't map cleanly → splendid, fine (idiomatic)",1217
警,"admonish, commandment",警察,けいさつ,police,direct,,1218
察,"guess, presume",警察,けいさつ,police,direct,,1218
管,"pipe, tube",管理,かんり,"management, administration",figurative,"pipe/tube + manage → secondary sense of 管 as ""administer"" → management",1219
盗,"steal, rob",盗む,ぬすむ,"steal, rob",direct,,1220
殺,"kill, murder",殺す,ころす,"kill, smother",direct,,1221
逮,"apprehend, chase",逮捕,たいほ,"arrest, capture",direct,,1222
捕,"catch, capture",逮捕,たいほ,"arrest, capture",direct,,1222
逃,"escape, flee",逃げる,にげる,"escape, run away",direct,,1223
争,"contend, dispute",戦争,せんそう,"war, battle",direct,,1224
争,"contend, dispute",競争,きょうそう,competition,direct,,1225
戦,"war, battle",戦争,せんそう,"war, battle",direct,,1224
競,"emulate, compete with",競争,きょうそう,competition,direct,,1225
混,"mix, blend",混む,こむ,"be crowded, be congested",direct,,1226
統,"overall, relationship",大統領,だいとうりょう,president (of a country),figurative,big + govern/unify + territory/govern → a formal political coinage → president (of a country),1227
領,"jurisdiction, dominion",大統領,だいとうりょう,president (of a country),figurative,big + govern/unify + territory/govern → a formal political coinage → president (of a country),1227
捨,"discard, throw away",捨てる,すてる,"throw away, abandon",direct,,1228
拾,"pick up, gather",拾う,ひろう,"pick up, find",direct,,1229
池,"pond, cistern",池,いけ,pond,direct,,1230
池,"pond, cistern",電池,でんち,"electric cell, battery",direct,,1231
深,"deep, heighten",深い,ふかい,"deep, profound, intimate",direct,,1232
深,"deep, heighten",深さ,ふかさ,"depth, profundity",direct,,1233
浅,"shallow, superficial",浅い,あさい,"shallow, superficial",direct,,1234
泳,swim,泳ぐ,およぐ,swim,direct,,1237
泳,swim,水泳,すいえい,swimming,direct,,1238
流,"current, a sink",流れる,ながれる,"flow, drift away",direct,,1239
流,"current, a sink",流行る,はやる,"be in fashion, be popular",figurative,"flow + go/move → things ""flowing along"" → be in fashion, popular",1240
油,"oil, fat",油,あぶら,oil,direct,,1243
油,"oil, fat",醤油,しょうゆ,soy sauce,direct,,1768
沈,"sink, be submerged",沈む,しずむ,"sink, set",direct,,1244
久,"long time, old story",久しぶり,ひさしぶり,after a long time,direct,,1245
氷,"icicle, ice",氷,こおり,ice,direct,,1246
凍,"frozen, congeal",凍る,こおる,freeze,direct,,1250
蔵,"storehouse, hide",冷蔵庫,れいぞうこ,refrigerator,direct,,1251
庫,"warehouse, storehouse",冷蔵庫,れいぞうこ,refrigerator,direct,,1251
涼,"refreshing, nice and cool",涼しい,すずしい,"cool, refreshing",direct,,1252
景,"scenery, view",景色,けしき,"scene, landscape",direct,,1257
景,"scenery, view",背景,はいけい,"background, scenery, setting",direct,,1486
響,"echo, sound",影響,えいきょう,"influence, effect",figurative,"shadow + echo → a cast shadow, a resonating echo → influence, effect",1258
影,"shadow, silhouette",影響,えいきょう,"influence, effect",figurative,"shadow + echo → a cast shadow, a resonating echo → influence, effect",1258
光,"ray, light",光る,ひかる,"shine, emit light",direct,,1259
陽,"sunshine, yang principle",太陽,たいよう,sun,direct,,1261
星,"star, spot",星,ほし,"star, planet, spot",direct,,1262
球,"ball, sphere",地球,ちきゅう,the Earth,direct,,1263
球,"ball, sphere",野球,やきゅう,baseball,direct,,1264
雲,cloud,雲,くも,cloud,direct,,1265
震,"quake, shake",地震,じしん,earthquake,direct,,1267
震,"quake, shake",震える,ふるえる,"tremble, quiver, shake",direct,,1268
振,"shake, wave",振る,ふる,"wave, shake, swing",direct,,1269
揺,"swing, shake",揺れる,ゆれる,"shake, sway, rock",direct,,1270
秘,"secret, conceal",秘密,ひみつ,"secret, privacy",direct,,1272
密,"secrecy, density (pop)",秘密,ひみつ,"secret, privacy",direct,,1272
厳,"stern, strictness",厳しい,きびしい,"strict, severe, intense",direct,,1273
寄,"draw near, stop in",年寄り,としより,"old person, a senior",direct,,1275
歴,"curriculum, continuation",歴史,れきし,history,direct,,1276
史,"history, chronicle",歴史,れきし,history,direct,,1276
紀,"chronicle, account",世紀,せいき,century,direct,,1277
構,"posture, build",構成,こうせい,"organization, makeup",direct,,1281
構,"posture, build",構造,こうぞう,"structure, the construction",direct,,1282
橋,bridge,橋,はし,bridge,direct,,1283
柱,"pillar, post",柱,はしら,"pillar, column",direct,,1284
位,"rank, grade",位置,いち,"position, location",direct,,1285
離,"detach, separation",離婚,りこん,divorce,direct,,1286
停,"halt, stopping",停車,ていしゃ,"a stop (train), stopping",direct,,1288
停,"halt, stopping",バス停,ばすてい,bus stop,direct,,1289
停,"halt, stopping",停留所,ていりゅうじょ,"stop, station",direct,,1316
周,"circumference, circuit",周辺,しゅうへん,"surrounding area, outskirts",direct,,1290
隣,neighboring,隣,となり,"neighboring house, next seat",direct,,1291
横,"sideways, side",横,よこ,"side, width across",direct,,1294
横,"sideways, side",横書き,よこがき,horizontal writing,direct,,1295
横,"sideways, side",横断歩道,おうだんほどう,crosswalk,direct,,1298
断,"severance, decline",判断,はんだん,"judgment, decision",figurative,"judge/seal + cut → ""cutting a judgment"" → decision",1296
断,"severance, decline",断る,ことわる,"refuse, turn down",figurative,"single kanji ""cut off,"" extended to ""cutting off a request"" → to refuse",1297
断,"severance, decline",横断歩道,おうだんほどう,crosswalk,direct,,1298
幅,"hanging scroll, width",大幅,おおはば,"drastically, substantially",direct,,1299
訪,"call on, visit",訪れる,おとずれる,"visit, go to see",direct,,1300
訪,"call on, visit",訪ねる,たずねる,"visit (place or person), drop in",direct,,1301
房,"tassel, tuft",冷房,れいぼう,air conditioning,direct,,1302
房,"tassel, tuft",暖房,だんぼう,heating,direct,,1303
房,"tassel, tuft",文房具,ぶんぼうぐ,"stationery, writing materials",direct,,1304
諸,"various, many",諸国,しょこく,various countries,direct,,1305
貿,"trade, exchange",貿易,ぼうえき,"(foreign) trade, import/export business",direct,,1307
輸,"transport, send",輸入,ゆにゅう,import,direct,,1308
輸,"transport, send",輸出,ゆしゅつ,export,direct,,1309
輪,"wheel, ring",指輪,ゆびわ,ring,direct,,1310
往,"journey, travel",往復,おうふく,"&nbsp;round trip, going and returning",direct,,1311
復,"restore, return to",往復,おうふく,"&nbsp;round trip, going and returning",direct,,1311
復,"restore, return to",復習,ふくしゅう,review,direct,,1312
繰,"winding, reel",繰り返す,くりかえす,repeat を,direct,,1314
守,"guard, protect",守る,まもる,"protect, observe",direct,,1319
守,"guard, protect",留守,るす,not at home,figurative,"stay + guard → originally the person left guarding the house while away → shifted to ""not home"" itself",1320
宅,"home, house",住宅,じゅうたく,"housing, residence",direct,,1321
宅,"home, house",自宅,じたく,"one's house, one's home",direct,,1322
宅,"home, house",お宅,おたく,your home (敬語),direct,,1323
静,quiet,静か,しずか,"quiet, tranquil",direct,,1326
暇,"spare time, rest",暇,ひま,"free time, spare time",direct,,1328
趣,"purport, gist",趣味,しゅみ,"hobby, interest",figurative,"direction/lean + taste → ""taste"" extended to → hobby, interest",1329
両,"both, old japanese coin",両方,りょうほう,both,direct,,1330
両,"both, old japanese coin",両替,りょうがえ,"exchanging currency, break (a 1万 note)",direct,,1331
両,"both, old japanese coin",両親,りょうしん,parents,direct,,1332
側,"side, lean",内側,うちがわ,"inside, interior",direct,,1334
側,"side, lean",向こう側,むこうがわ,other side,direct,,1335
側,"side, lean",外側,そとがわ,"exterior, outside",direct,,1336
側,"side, lean",左側,ひだりがわ,left side,direct,,1337
側,"side, lean",右側,みぎがわ,right side,direct,,1338
裏,"back, amidst",裏,うら,"rear, reverse (side), inside",direct,,1339
裏,"back, amidst",裏返す,うらがえす,"turn over, turn inside out",direct,,1341
刊,"publish, carve",週刊誌,しゅうかんし,weekly magazine,direct,,1342
刊,"publish, carve",朝刊,ちょうかん,morning edition,direct,,1343
刊,"publish, carve",夕刊,ゆうかん,evening edition,direct,,1344
詳,"detailed, full",詳しい,くわしい,"detailed, complete",direct,,1345
積,"volume, product (x*y)",積もる,つもる,"accumulate (snow, dustなど)",direct,,1348
訳,"translate, reason",訳,やく,translation,direct,,1349
訳,"translate, reason",訳す,やくす,translate,direct,,1350
検,"examination, investigate",検討,けんとう,"consideration, examination",figurative,"examine + attack/chastise → 討 (attack) extended to ""discuss thoroughly"" → consideration",1351
討,"chastise, attack",検討,けんとう,"consideration, examination",figurative,"examine + attack/chastise → 討 (attack) extended to ""discuss thoroughly"" → consideration",1351
塗,"paint, plaster",塗る,ぬる,"spread on, paint",direct,,1352
付,"adhere, attach",付く,つく,"stick to, be attached to, accompany",direct,,1353
付,"adhere, attach",付ける,つける,"attach, apply (st to st), add",direct,,1354
付,"adhere, attach",受け付ける,うけつける,"accept, receive",direct,,1355
付,"adhere, attach",片付ける,かたづける,"put in order, clear (st) away, put (st) back",direct,,1356
付,"adhere, attach",受付,うけつけ,"receptionist, front desk",direct,,1358
付,"adhere, attach",近付く,ちかづく,"approach, get acquainted",direct,,1359
付,"adhere, attach",片付く,かたづく,"be in order, be settled",direct,,1360
付,"adhere, attach",気を付ける,きをつける,"take care of, pay attention to",figurative,attach your spirit/attention (to something) → be careful,1361
貼,"stick, paste",貼る,はる,"stick, paste",direct,,1362
念,"wish, sense",記念日,きねんび,"memorial day, anniversary",direct,,1363
念,"wish, sense",残念,ざんねん,"regretful, disappointing",direct,,1364
例,"example, custom",例えば,たとえば,for example,direct,,1365
例,"example, custom",例文,れいぶん,example sentence,direct,,1366
例,"example, custom",例,れい,"example, precedent",direct,,1367
余,"too much, myself",余る,あまる,"remain over, be too much<div>(remain because of excess)</div>",direct,,1368
除,"exclude, division (x/3)",除く,のぞく,"exclude, get rid of",direct,,1369
除,"exclude, division (x/3)",掃除,そうじ,cleaning,direct,,1651
除,"exclude, division (x/3)",掃除機,そうじき,vacuum cleaner,direct,,1654
削,"plane, sharpen",削る,けずる,"grind down, trim, scale back",direct,,1370
刻,"engrave, cut fine",遅刻,ちこく,"tardiness, lateness",figurative,late + carve/engrave → 刻 refers to carved time-markers on old clocks → tardiness,1371
緩,"slacken, loosen",緩い,ゆるい,"slack, loose",direct,,1372
苦,"suffering, trial",苦しい,くるしい,"painful, difficult",direct,,1373
苦,"suffering, trial",苦い,にがい,"bitter, sour",direct,,1374
苦,"suffering, trial",苦手,にがて,"weak point, (sb) hard to deal with",figurative,"bitter + hand → gives you a ""bitter hand"" → a weak point",1375
困,"quandary, become distressed",困る,こまる,"be in trouble, have difficulty",direct,,1376
貧,"poverty, poor",貧乏,びんぼう,"poor, poverty",direct,,1377
乏,"destitution, scarce",貧乏,びんぼう,"poor, poverty",direct,,1377
幸,"happiness, blessing",不幸,ふこう,"unhappiness, misfortune, a death",direct,,1378
幸,"happiness, blessing",幸せ,しあわせ,"happiness, good fortune",direct,,1379
塩,salt,塩,しお,salt,direct,,1380
塩,salt,塩辛い,しおからい,salty,direct,,1381
砂,sand,砂糖,さとう,sugar,direct,,1382
糖,sugar,砂糖,さとう,sugar,direct,,1382
模,"imitation, copy",規模,きぼ,"scale (big, smallなど), scope",direct,,1383
農,"agriculture, farmers",農業,のうぎょう,agriculture,direct,,1384
濃,"concentrated, thick",濃い,こい,"thick, concentrated, dark-colored",direct,,1385
薄,"dilute, thin",薄い,うすい,"thin, weak, pale",direct,,1386
厚,"thick, heavy",厚い,あつい,"thick, bulky",direct,,1387
厚,"thick, heavy",厚さ,あつさ,thickness,direct,,1388
迫,"urge, force",迫る,せまる,"<!--anki-->approach, draw near,&nbsp;press (sb for st)",direct,,1389
伸,"expand, stretch",伸びる,のびる,"get longer, grow, stretch",direct,,1390
越,"surpass, cross over",引っ越す,ひっこす,move (houses),direct,,1391
越,"surpass, cross over",越える,こえる,"go over, go across, go beyond",direct,,1392
越,"surpass, cross over",引っ越し,ひっこし,moving (houses),direct,,1393
越,"surpass, cross over",追い越す,おいこす,"pass, outdo",direct,,1394
追,"chase, drive away",追い越す,おいこす,"pass, outdo",direct,,1394
昇,rise up,上昇,じょうしょう,"a rise, an increase",direct,,1395
札,"tag, paper money",改札口,かいさつぐち,ticket barrier,figurative,"change + examine + mouth/opening → where tickets are ""checked"" → ticket barrier",1396
礼,"salute, bow",失礼,しつれい,"impoliteness, bad manners, I beg your parden/Goodbye",direct,,1397
礼,"salute, bow",お礼,おれい,"thanks, reward, return present",figurative,"courtesy/manners, extended to a thank-you gift or reward",1399
失,"lose, error",失礼,しつれい,"impoliteness, bad manners, I beg your parden/Goodbye",direct,,1397
失,"lose, error",失う,うしなう,"lose, miss",direct,,1775
謝,"apologize, thank",謝る,あやまる,apologize,direct,,1400
射,"shoot, shine into",注射,ちゅうしゃ,"shot, injection",figurative,"pour + shoot → ""pouring/shooting in"" → injection",1401
程,"extent, degree",程度,ていど,"degree, extent",direct,,1402
誘,"entice, lead",誘う,さそう,"invite, ask out",direct,,1404
導,"guidance, leading",導入,どうにゅう,"introduction, bringing in",direct,,1405
努,"toil, diligent",努力,どりょく,"<!--anki-->effort,&nbsp;endeavor",direct,,1406
怒,"angry, be offended",怒る,おこる,"get angry, scold",direct,,1407
独,"single, alone",独身,どくしん,"single, unmarried",direct,,1408
身,"somebody, person",独身,どくしん,"single, unmarried",direct,,1408
身,"somebody, person",刺身,さしみ,"sashimi, sliced raw meat",figurative,stab/pierce + body → refers to the preparation method → sliced raw fish,1530
占,"fortune-telling, divining",占める,しめる,"occupy, hold",direct,,1409
処,"dispose, manage",処理,しょり,"processing,&nbsp;management<div>(unlike 加工, a new thing is not created)</div>",direct,,1410
紹,"introduce, inherit",紹介,しょうかい,"introduction, presentation",figurative,"continue/connect + mediate → a ""connecting mediation"" → introduction",1411
介,"jammed in, shellfish",紹介,しょうかい,"introduction, presentation",figurative,"continue/connect + mediate → a ""connecting mediation"" → introduction",1411
招,"beckon, invite",招く,まねく,"invite, beckon",direct,,1412
招,"beckon, invite",招待,しょうたい,invitation,direct,,1413
婦,"lady, woman",夫婦,ふうふ,"husband and wife, married couple",direct,,1414
奥,"heart, interior",奥,おく,"inner part, the back, inner chamber",direct,,1415
奥,"heart, interior",奥さん,おくさん,"(sb's) wife,&nbsp;married lady",figurative,"originally ""person of the inner chambers"" (奥) → shifted to mean ""wife""",1416
皆,"all, everything",皆さん,みなさん,everybody (丁寧語),direct,,1417
皆,"all, everything",皆様,みなさま,everyone (敬語),direct,,1418
籍,"enroll, domiciliary register",国籍,こくせき,"citizenship, nationality",direct,,1421
恋,"romance, in love",恋人,こいびと,"boyfriend/girlfriend, lover",direct,,1424
誕,"nativity, be born",誕生日,たんじょうび,birthday,direct,,1425
祝,"celebrate, congratulate",祝日,しゅくじつ,"holiday, festival day",direct,,1426
祝,"celebrate, congratulate",お祝い,おいわい,celebrate,direct,,1427
夢,"dream, vision",夢,ゆめ,dream,direct,,1428
泣,"cry, weep",泣く,なく,"cry, weep",direct,,1429
涙,"tears, sympathy",涙,なみだ,tear,direct,,1430
喜,"rejoice, take pleasure in",喜ぶ,よろこぶ,"be happy, be delighted",direct,,1431
恥,"shame, dishonor",恥ずかしい,はずかしい,"embarrassed, ashamed, embarrassing",direct,,1432
弁,"valve, petal",弁当,べんとう,"box lunch, picnic lunch",figurative,"弁 core meaning ""valve/discern/speech"" doesn't map to ""lunch box"" without the older sense of ""convenient""",1433
看,"watch over, see",看護師,かんごし,nurse,direct,,1434
師,"expert, teacher",看護師,かんごし,nurse,direct,,1434
師,"expert, teacher",教師,きょうし,"teacher, instructor",direct,,1515
護,"safeguard, protect",看護師,かんごし,nurse,direct,,1434
患,"afflicted, disease",患者,かんじゃ,patient,direct,,1435
述,"mention, state",述べる,のべる,"express (opinion), state, mention",direct,,1436
訴,"accusation, sue",訴える,うったえる,sue,direct,,1438
迷,"astray, be perplexed",迷う,まよう,"hesitate, get lost, be unable to decide",direct,,1439
迷,"astray, be perplexed",迷惑,めいわく,"trouble, annoyance",direct,,1440
惑,"beguile, delusion",迷惑,めいわく,"trouble, annoyance",direct,,1440
域,"range, region",地域,ちいき,"region, area",direct,,1441
権,"authority, power",政権,せいけん,"political power, government, administration",direct,,1442
贈,"presents, send",贈る,おくる,"offer, give (presentとか)",direct,,1443
贈,"presents, send",贈り物,おくりもの,"present, gift (和語)",direct,,1444
与,"bestow, participate in",与える,あたえる,"&nbsp;present (st), give (damage/shock), give (to lower status) (かたい)",direct,,1445
貯,"savings, store",貯金,ちょきん,"savings, deposit",direct,,1447
預,"deposit, custody",預ける,あずける,"deposit, entrust",direct,,1448
預,"deposit, custody",預かる,あずかる,keep (st) for (sb); take care of (st),direct,,1449
得,"gain, get",得意,とくい,"one's forte, pride, frequent customer",figurative,"gain + mind/idea → one's strong point, pride",1450
燃,"burn, blaze",燃える,もえる,burn が,direct,,1452
焼,"bake, burning",焼ける,やける,"burn, be grilled, be baked が",direct,,1453
焼,"bake, burning",焼く,やく,"burn (st), grill, bake を",direct,,1454
焼,"bake, burning",すき焼き,すきやき,sukiyaki,direct,,1986
乾,"drought, dry",乾く,かわく,"(st) drys, gets dry (が)",direct,,1456
乾,"drought, dry",乾杯,かんぱい,a toast,figurative,"dry + cup → ""draining one's cup"" → a toast",1457
乾,"drought, dry",乾かす,かわかす,dry (st) を,direct,,1458
幹,"tree trunk, main part",新幹線,しんかんせん,"Shinkansen, Bullet Train",direct,,1459
素,"elementary, principle",素晴らしい,すばらしい,"splendid, excellent",figurative,"plain/element + clear-ish → doesn't map directly → wonderful, splendid",1460
岸,beach,海岸,かいがん,"coast, seashore",direct,,1461
庭,"courtyard, garden",家庭,かてい,"home, family",direct,,1462
庭,"courtyard, garden",庭,にわ,"garden, court",direct,,1463
桜,cherry,桜,さくら,"cherry tree, cherry blossom",direct,,1464
咲,"blossom, bloom",咲く,さく,"bloom, blossom",direct,,1465
吹,"blow, breathe",吹く,ふく,"blow, play on a wind instrument",direct,,1466
散,"scatter, disperse",散歩,さんぽ,"walk, stroll",direct,,1467
植,plant,植える,うえる,"plant (a plant), embed",direct,,1469
根,"root, radical",屋根,やね,roof,direct,,1470
板,"plank, board",黒板,こくばん,blackboard,direct,,1471
板,"plank, board",掲示板,けいじばん,"notice board, bulletin board",direct,,1472
掲,"put up (a notice), put up",掲示板,けいじばん,"notice board, bulletin board",direct,,1472
草,"grass, weeds",草,くさ,"grass, weed",direct,,1474
草,"grass, weeds",煙草,たばこ,"tobacco, cigarette",direct,,1648
吸,"suck, imbibe",吸う,すう,"inhale, suck",direct,,1479
及,"reach out, exert",普及,ふきゅう,"spreading, becoming popular",direct,,1480
胃,"stomach, paunch",胃,い,stomach,direct,,1481
皿,"dish, a helping",皿,さら,"plate, counter for plates or servings",direct,,1482
皿,"dish, a helping",灰皿,はいざら,ashtray,direct,,1597
血,blood,血,ち,blood,direct,,1484
容,"contain, form",内容,ないよう,contents,direct,,1485
容,"contain, form",美容院,びよういん,hair salon,direct,,1507
骨,"skeleton, bone",骨,ほね,"bone, frame",direct,,1487
滑,"slippery, slide",滑る,すべる,"slide, slip, flunk an examination",direct,,1488
折,"fold, break",折れる,おれる,"snap/break, be folded, give in (to)",direct,,1489
折,"fold, break",折る,おる,"break off, fold, bend",direct,,1490
健,"healthy, health",健康,けんこう,healthy,direct,,1491
康,"ease, peace",健康,けんこう,healthy,direct,,1491
珍,"rare, curious",珍しい,めずらしい,"unusual, rare, strange",direct,,1492
撮,"snapshot, take pictures",撮る,とる,"take (a picture), film (a video)",direct,,1493
再,"again, twice",再び,ふたたび,"again, a second time (somewhat formal)",direct,,1494
再,"again, twice",再来年,さらいねん,the year after next,direct,,1495
再,"again, twice",再来月,さらいげつ,the month after next,direct,,1496
再,"again, twice",再来週,さらいしゅう,the week after next,direct,,1497
放,"set free, release",放送,ほうそう,broadcasting,direct,,1498
装,"attire, dress",装置,そうち,"equipment, device",direct,,1499
鏡,"mirror, speculum",鏡,かがみ,mirror,direct,,1502
鏡,"mirror, speculum",眼鏡,めがね,"glasses, judgment",direct,,1641
固,"harden, set",固い,かたい,"firm, unchanging, unbreakable",direct,,1504
博,"dr., command",博物館,はくぶつかん,museum,direct,,1509
催,"sponsor, hold (a meeting)",開催,かいさい,"holding (of an event), opening",direct,,1510
徴,"indications, sign",特徴,とくちょう,distinguishing characteristic,direct,,1511
許,"permit, approve",許す,ゆるす,"forgive, permit",direct,,1512
許,"permit, approve",免許証,めんきょしょう,license,direct,,1514
証,"evidence, proof",免許証,めんきょしょう,license,direct,,1514
免,"excuse, dismissal",免許証,めんきょしょう,license,direct,,1514
鳥,"bird, chicken",鳥,とり,"bird, poultry",direct,,1519
鳴,"chirp, cry",鳴る,なる,"sound, ring, thunder",direct,,1520
鳴,"chirp, cry",鳴く,なく,"make sound (animal); chirp, meow, etc.",direct,,1521
声,voice,声,こえ,"voice, sound",direct,,1522
卵,"egg, ovum",卵,たまご,egg,direct,,1524
犬,dog,犬,いぬ,dog,direct,,1525
馬,horse,馬,うま,horse,direct,,1526
馬,horse,馬鹿,ばか,"fool, nonsense",direct,,1754
駐,"stop-over, reside in",駐車場,ちゅうしゃじょう,parking area,direct,,1527
騒,"boisterous, make noise",騒ぐ,さわぐ,"make a racket, mess around, make a fuss",direct,,1528
刺,"thorn, pierce",刺す,さす,"stab, prick, sting",direct,,1529
刺,"thorn, pierce",刺身,さしみ,"sashimi, sliced raw meat",figurative,stab/pierce + body → refers to the preparation method → sliced raw fish,1530
激,"violent, get excited",激しい,はげしい,"violent, intense",direct,,1531
驚,"wonder, be surprised",驚く,おどろく,"be surprised, be startled",direct,,1533
倒,"overthrow, fall",倒れる,たおれる,"fall down, succumb (to)",direct,,1534
倒,"overthrow, fall",倒す,たおす,"knock down, overthrow, defeat",direct,,1535
傾,"lean, incline",傾向,けいこう,"tendency, inclination",direct,,1536
