Position,Word_Kanji,Reading_Kana,English_Meaning,Part_of_Speech,Deck_Step_Label,Frequency_Rank
1700,仕舞う,しまう,put away,Verb,Core 2000 Step 10 - 066,14119
1701,ひも,ひも,"laces, string, rope",Noun,Core 2000 Step 10 - 140,9153
1702,踊る,おどる,dance,Verb,Core 2000 Step 07 - 013,2233
1703,踊り,おどり,"dance, dancing",Noun,Core 2000 Step 07 - 097,4535
1704,踏む,ふむ,"step on, tread on",Verb,Core 2000 Step 06 - 062,1484
1705,踏切,ふみきり,railroad crossing,Noun,Core 2000 Step 08 - 087,28754
1706,まく,まく,"scatter (st), sow seeds",Verb,Core 2000 Step 10 - 158,3937
1707,蹴る,ける,kick,Verb,Core 2000 Step 06 - 199,1790
1708,食堂,しょくどう,"dining hall, restaurant",Noun,Core 2000 Step 06 - 046,2660
1709,猫,ねこ,"cat, feline",Noun,Core 2000 Step 06 - 184,1012
1710,文章,ぶんしょう,"writing, prose",Noun,Core 2000 Step 03 - 184,2141
1711,やかん,やかん,kettle,Noun,Core 2000 Step 10 - 169,27510
1712,丈夫,じょうぶ,"healthy, stout",Adjectival Noun,Core 2000 Step 10 - 070,6643
1713,また,また,"again, also, or",Adverb,Core 2000 Step 10 - 161,100
1714,お祖父さん,おじいさん,grandfather,Noun,Core 2000 Step 07 - 139,5167
1715,お祖母さん,おばあさん,grandmother,Noun,Core 2000 Step 10 - 027,6866
1716,ようこそ,ようこそ,welcome,Adverb,Core 2000 Step 10 - 180,13192
1717,祖父,そふ,grandfather,Noun,Core 2000 Step 10 - 079,2542
1718,祖母,そぼ,grandmother,Noun,Core 2000 Step 10 - 081,3293
1719,邪魔,じゃま,"obstacle, interruption",Adjectival Noun,Core 2000 Step 08 - 105,1949
1720,風邪薬,かぜぐすり,remedy for a cold,Noun,Core 2000 Step 10 - 034,42249
1721,風呂屋,ふろや,"bathhouse, public bath",Noun,Core 2000 Step 10 - 006,33230
1722,風呂,ふろ,bath,Noun,Core 2000 Step 10 - 150,3087
1723,昭和,しょうわ,Showa era,Noun,Core 2000 Step 03 - 085,881
1724,紫,むらさき,purple,Noun,Core 2000 Step 10 - 166,2579
1725,そんなに,そんなに,"like that, so",Adverb,Core 2000 Step 10 - 191,877
1726,紅茶,こうちゃ,black tea,Noun,Core 2000 Step 08 - 104,4892
1727,梅雨,つゆ,rainy season,Noun,Core 2000 Step 08 - 076,12324
1728,桃,もも,"peach, peach tree",Noun,Core 2000 Step 09 - 123,6384
1729,遭う,あう,encounter something (unexpected),Verb,Core 2000 Step 06 - 180,3917
1730,枕,まくら,pillow,Noun,Core 2000 Step 10 - 159,3803
1731,嘘,うそ,lie,Noun,Core 2000 Step 08 - 011,823
1732,遠慮,えんりょ,"reserve, hesitation, forethought",Verbal Noun,Core 2000 Step 08 - 012,2693
1733,叱る,しかる,"scold, tell off, reprimand",Verb,Core 2000 Step 10 - 065,2798
1734,傘,かさ,"umbrella, parasol",Noun,Core 2000 Step 07 - 166,3603
1735,おじょうさん,おじょうさん,"young lady, your daughter",Noun,Core 2000 Step 08 - 023,41087
1736,年賀状,ねんがじょう,New Year's card,Noun,Core 2000 Step 08 - 052,22640
1737,賑やか,にぎやか,"lively, exciting",Adjectival Noun,Core 2000 Step 10 - 111,7659
1738,蚊,か,mosquito,Noun,Core 2000 Step 08 - 124,7128
1739,拭く,ふく,"wipe, dry",Verb,Core 2000 Step 10 - 144,3213
1740,挨拶,あいさつ,"greet, greeting",Verbal Noun,Core 2000 Step 06 - 079,1257
1741,伴う,ともなう,"accompany, go with",Verb,Core 2000 Step 03 - 182,3441
1742,巻く,まく,"roll (st) up, wind, wrap",Verb,Core 2000 Step 06 - 073,1314
1743,靴,くつ,"shoes, boots",Noun,Core 2000 Step 06 - 049,1503
1744,靴下,くつした,"socks, stockings",Noun,Core 2000 Step 08 - 128,7356
1745,磨く,みがく,"polish, grind",Verb,Core 2000 Step 07 - 110,5011
1746,歯磨き,はみがき,"toothpaste, brushing one's teeth",Noun,Core 2000 Step 09 - 058,50154
1747,廊下,ろうか,"hallway, corridor",Noun,Core 2000 Step 06 - 083,717
1748,瓶,びん,"bottle, flask",Noun,Core 2000 Step 10 - 143,3651
1749,褒める,ほめる,"praise, commend",Verb,Core 2000 Step 09 - 159,5818
1750,元旦,がんたん,New Year's Day,Noun,Core 2000 Step 10 - 043,19294
1751,袖,そで,sleeve,Noun,Core 2000 Step 10 - 077,2312
1752,長袖,ながそで,clothes with long sleeves,Noun,Core 2000 Step 10 - 107,26761
1753,半袖,はんそで,short-sleeved shirt,Noun,Core 2000 Step 10 - 132,21888
1754,馬鹿,ばか,"fool, nonsense",Adjectival Noun,Core 2000 Step 09 - 032,1636
1755,凄い,すごい,"wonderful, terrible",Adjective,Core 2000 Step 06 - 154,2446
1756,剃る,そる,shave,Verb,Core 2000 Step 10 - 083,7642
1757,喧嘩,けんか,"fight, quarrel, argument",Verbal Noun,Core 2000 Step 10 - 052,2243
1758,叩く,たたく,"tap, hit, play (drums)",Verb,Core 2000 Step 06 - 082,783
1759,噛む,かむ,"bite, chew",Verb,Core 2000 Step 07 - 122,2219
1760,味噌汁,みそしる,miso soup,Noun,Core 2000 Step 09 - 019,10776
1761,姪,めい,niece,Noun,Core 2000 Step 10 - 167,8903
1762,苺,いちご,strawberry,Noun,Core 2000 Step 09 - 049,23551
1763,茄子,なす,eggplant,Noun,Core 2000 Step 10 - 108,18956
1764,椅子,いす,chair,Noun,Core 2000 Step 07 - 095,725
1765,痩せる,やせる,"lose weight, become thin",Verb,Core 2000 Step 10 - 171,3220
1766,箸,はし,chopsticks,Noun,Core 2000 Step 08 - 182,4149
1767,糊,のり,"glue, (clothing) starch",Noun,Core 2000 Step 09 - 015,16994
1768,醤油,しょうゆ,soy sauce,Noun,Core 2000 Step 10 - 071,9391
1769,鋏,はさみ,scissors,Noun,Core 2000 Step 09 - 104,12068
1770,鞄,かばん,"bag, handbag, briefcase",Noun,Core 2000 Step 10 - 037,3619
1771,顎,あご,"jaw, chin",Noun,Core 2000 Step 10 - 015,1822
1772,飴,あめ,"candy, sweets",Noun,Core 2000 Step 09 - 126,16027
1773,石鹸,せっけん,soap,Noun,Core 2000 Step 10 - 074,11972
1774,差,さ,difference,Noun,Core 6000 Step 01 - 054,2354
1775,失う,うしなう,"lose, miss",Verb,Core 6000 Step 01 - 041,546
1776,外れる,はずれる,come off,Verb,Core 6000 Step 11 - 018,3998
1777,測る,はかる,"measure, gauge",Verb,Core 6000 Step 10 - 004,6848
1778,含める,ふくめる,include,Verb,Core 6000 Step 11 - 423,3198
1779,含む,ふくむ,"contain, include",Verb,Core 6000 Step 12 - 365,1674
1780,頂戴,ちょうだい,"getting, receiving",Verbal Noun,Core 6000 Step 12 - 243,5616
1781,一,いち,one,Noun,Core 2000 Step 01 - 114,35
1782,二,に,two,Noun,Core 2000 Step 02 - 076,42
1783,三,さん,three,Noun,Core 2000 Step 02 - 092,59
1784,四,し,four,Noun,Core 2000 Step 02 - 153,122
1785,これ,これ,"this, this one",Noun,Core 2000 Step 01 - 006,57
1786,四,よん,four,Noun,Core 2000 Step 02 - 187,122
1787,五,ご,five,Noun,Core 2000 Step 02 - 147,105
1788,六,ろく,six,Noun,Core 2000 Step 02 - 189,149
1789,七,なな,seven,Noun,Core 2000 Step 02 - 122,169
1790,八,はち,eight,Noun,Core 2000 Step 02 - 106,160
1791,九,きゅう,nine,Noun,Core 2000 Step 02 - 113,184
1792,十,じゅう,ten,Noun,Core 2000 Step 02 - 034,52
1793,円,えん,yen,Noun,Core 2000 Step 02 - 197,503
1794,する,する,"do, make",Verb,Core 2000 Step 01 - 012,10
1795,日,にち,day,Noun,Core 2000 Step 02 - 066,94
1796,そう,そう,"in such manner, that way",Adverb,Core 2000 Step 01 - 036,30
1797,できる,できる,"can do, be good at",Verb,Core 2000 Step 01 - 132,72
1798,男,おとこ,"man, male",Noun,Core 2000 Step 02 - 138,68
1799,女,おんな,"woman, girl",Noun,Core 2000 Step 02 - 141,97
1800,ある,ある,"exist, possess",Verb,Core 2000 Step 02 - 128,15
1801,無い,ない,to not be,Adjective,Core 2000 Step 02 - 055,1082
1802,ドア,ドア,door,Noun,Core 2000 Step 01 - 200,341
1803,テーブル,テーブル,table,Noun,Core 2000 Step 02 - 030,656
1804,ゲーム,ゲーム,game,Noun,Core 2000 Step 02 - 033,2307
1805,ミーティング,ミーティング,meeting,Noun,Core 2000 Step 02 - 050,23773
1806,あれ,あれ,that over there,Noun,Core 2000 Step 02 - 075,255
1807,七,しち,seven,Noun,Core 2000 Step 09 - 196,169
1808,九,く,nine,Noun,Core 2000 Step 09 - 174,184
1809,ドル,ドル,dollar,Noun,Core 2000 Step 03 - 025,2778
1810,システム,システム,system,Noun,Core 2000 Step 03 - 026,3228
1811,コンピュータ,コンピュータ,computer,Noun,Core 2000 Step 03 - 036,7035
1812,何,なん,"what, which",Noun,Core 2000 Step 10 - 109,53
1813,ロボット,ロボット,robot,Noun,Core 2000 Step 03 - 050,5782
1814,行き,ゆき,going,Noun,Core 2000 Step 10 - 176,3764
1815,パソコン,パソコン,personal computer,Noun,Core 2000 Step 03 - 062,6138
1816,プログラム,プログラム,program,Noun,Core 2000 Step 03 - 087,6594
1817,方,かた,person (polite),Noun,Core 2000 Step 10 - 035,121
1818,テレビ,テレビ,television,Noun,Core 2000 Step 03 - 107,1094
1819,ソフト,ソフト,"software, programme",Noun,Core 2000 Step 03 - 134,11204
1820,毎年,まいねん,every year (more formal),Noun,Core 2000 Step 06 - 022,4659
1821,サービス,サービス,"service, on the house",Verbal Noun,Core 2000 Step 04 - 009,5175
1822,グループ,グループ,group,Noun,Core 2000 Step 04 - 040,2641
1823,ホテル,ホテル,hotel,Noun,Core 2000 Step 04 - 051,693
1824,スポーツ,スポーツ,sport,Noun,Core 2000 Step 04 - 152,5514
1825,ニュース,ニュース,news,Noun,Core 2000 Step 05 - 023,2862
1826,ビデオ,ビデオ,video,Noun,Core 2000 Step 05 - 032,4413
1827,英語,えいご,English,Noun,Core 2000 Step 04 - 175,2013
1828,ローマ字,ろーまじ,Roman alphabet,Noun,Core 2000 Step 09 - 047,30787
1829,マンション,マンション,(modern) apartment complex,Noun,Core 2000 Step 05 - 033,1532
1830,ガス,ガス,gas,Noun,Core 2000 Step 05 - 056,4236
1831,サラリーマン,サラリーマン,"office worker, salaried worker, company employee",Noun,Core 2000 Step 05 - 069,4468
1832,バス,バス,bus,Noun,Core 2000 Step 05 - 078,1800
1833,クラス,クラス,class (ローマ字),Noun,Core 2000 Step 05 - 093,1923
1834,他,た,"others, other things",Noun,Core 2000 Step 04 - 073,274
1835,パーティー,パーティー,party,Verbal Noun,Core 2000 Step 05 - 098,6557
1836,コース,コース,"course, class, route",Noun,Core 2000 Step 05 - 107,3945
1837,アパート,アパート,"apartment, flat",Noun,Core 2000 Step 05 - 108,1450
1838,レコード,レコード,record,Noun,Core 2000 Step 05 - 110,5552
1839,カメラ,カメラ,camera,Noun,Core 2000 Step 05 - 118,2193
1840,白,しろ,white,Noun,Core 2000 Step 10 - 072,1216
1841,テープ,テープ,"tape, cassette",Noun,Core 2000 Step 05 - 125,4503
1842,ページ,ページ,page,Noun,Core 2000 Step 05 - 148,2464
1843,グラフ,グラフ,"graph, chart",Noun,Core 2000 Step 05 - 154,24771
1844,ポスト,ポスト,mailbox,Noun,Core 2000 Step 05 - 166,9559
1845,茶,ちゃ,tea (plain form),Noun,Core 2000 Step 07 - 092,2244
1846,テスト,テスト,test,Verbal Noun,Core 2000 Step 05 - 172,4846
1847,ゴルフ,ゴルフ,golf,Noun,Core 2000 Step 05 - 180,6116
1848,ラジオ,ラジオ,radio,Noun,Core 2000 Step 05 - 182,3858
1849,タクシー,タクシー,"taxi, cab",Noun,Core 2000 Step 05 - 184,1683
1850,レストラン,レストラン,restaurant,Noun,Core 2000 Step 06 - 004,3446
1851,カード,カード,"card, credit card",Noun,Core 2000 Step 06 - 006,2524
1852,コピー,コピー,"copy, photocopy",Verbal Noun,Core 2000 Step 06 - 024,5757
1853,フィルム,フィルム,film (外来語),Noun,Core 2000 Step 06 - 028,6156
1854,デパート,デパート,"department store, department",Noun,Core 2000 Step 06 - 031,5134
1855,ベッド,ベッド,bed,Noun,Core 2000 Step 06 - 038,681
1856,コート,コート,"coat, jacket",Noun,Core 2000 Step 06 - 044,2811
1857,ノート,ノート,"notebook, laptop",Noun,Core 2000 Step 06 - 057,3433
1858,ワイン,ワイン,wine,Noun,Core 2000 Step 06 - 072,4320
1859,トイレ,トイレ,toilet,Noun,Core 2000 Step 06 - 087,3005
1860,キャンプ,キャンプ,"camping, camp",Verbal Noun,Core 2000 Step 06 - 093,7554
1861,プラスチック,プラスチック,plastic,Noun,Core 2000 Step 06 - 103,11058
1862,カラー,カラー,"color, collar",Noun,Core 2000 Step 06 - 116,9098
1863,ピアノ,ピアノ,piano,Noun,Core 2000 Step 06 - 120,3723
1864,スキー,スキー,"ski, skiing",Noun,Core 2000 Step 06 - 130,8224
1865,プール,プール,pool,Noun,Core 2000 Step 06 - 136,5342
1866,エレベーター,エレベーター,elevator,Noun,Core 2000 Step 06 - 150,2666
1867,メモ,メモ,memo,Noun,Core 2000 Step 06 - 151,3038
1868,グラム,グラム,gram,Noun,Core 2000 Step 06 - 174,11670
1869,コーヒー,コーヒー,coffee,Noun,Core 2000 Step 06 - 175,1564
1870,テント,テント,tent,Noun,Core 2000 Step 06 - 178,4453
1871,ボート,ボート,"row boat, boat",Noun,Core 2000 Step 06 - 179,3106
1872,ボール,ボール,ball,Noun,Core 2000 Step 06 - 181,3363
1873,あなた,あなた,you,Noun,Core 2000 Step 07 - 011,118
1874,スイッチ,スイッチ,switch,Noun,Core 2000 Step 07 - 019,3204
1875,プレゼント,プレゼント,"present, gift",Verbal Noun,Core 2000 Step 07 - 024,5492
1876,テニス,テニス,tennis,Verbal Noun,Core 2000 Step 07 - 030,13046
1877,こちら,こちら,"here, this way",Noun,Core 2000 Step 07 - 036,338
1878,ボタン,ボタン,button,Noun,Core 2000 Step 07 - 038,2770
1879,コート,コート,(tennis) court,Noun,Core 2000 Step 07 - 043,2811
1880,ドラマ,ドラマ,"drama, theater, soap opera",Noun,Core 2000 Step 07 - 045,6153
1881,ビザ,ビザ,visa,Noun,Core 2000 Step 07 - 046,30430
1882,ポケット,ポケット,pocket,Noun,Core 2000 Step 07 - 050,1126
1883,クリスマス,クリスマス,Christmas,Noun,Core 2000 Step 07 - 070,4731
1884,ネクタイ,ネクタイ,"tie, necktie",Noun,Core 2000 Step 07 - 071,4862
1885,バイオリン,バイオリン,violin,Noun,Core 2000 Step 07 - 077,23019
1886,パスポート,パスポート,passport,Noun,Core 2000 Step 07 - 078,12345
1887,バッグ,バッグ,bag,Noun,Core 2000 Step 07 - 079,3208
1888,ギター,ギター,guitar,Noun,Core 2000 Step 07 - 091,9606
1889,セーター,セーター,"sweater, pullover",Noun,Core 2000 Step 07 - 100,6879
1890,カーテン,カーテン,curtain,Noun,Core 2000 Step 07 - 111,2528
1891,シャツ,シャツ,shirt,Noun,Core 2000 Step 07 - 113,2826
1892,ナイフ,ナイフ,knife,Noun,Core 2000 Step 07 - 114,1646
1893,バイク,バイク,motorcycle,Noun,Core 2000 Step 07 - 118,6262
1894,オレンジ,オレンジ,orange,Noun,Core 2000 Step 07 - 121,9985
1895,アルバム,アルバム,album,Noun,Core 2000 Step 07 - 138,10074
1896,真ん中,まんなか,"center, middle",Noun,Core 2000 Step 07 - 169,3705
1897,スカート,スカート,skirt,Noun,Core 2000 Step 07 - 143,3343
1898,ペン,ペン,pen,Noun,Core 2000 Step 07 - 145,5393
1899,メニュー,メニュー,"menu, bill of fare",Noun,Core 2000 Step 07 - 175,7660
1900,アイスクリーム,アイスクリーム,ice cream,Noun,Core 2000 Step 07 - 176,12533
1901,ジュース,ジュース,"juice, soft drink",Noun,Core 2000 Step 07 - 180,8151
1902,ゼロ,ゼロ,zero,Noun,Core 2000 Step 07 - 182,5177
1903,ピンク,ピンク,pink,Noun,Core 2000 Step 07 - 194,5643
1904,グラス,グラス,glass,Noun,Core 2000 Step 07 - 195,1817
1905,兄さん,にいさん,older brother,Noun,Core 2000 Step 10 - 110,2047
1906,ダンス,ダンス,"dance, dancing",Verbal Noun,Core 2000 Step 07 - 198,5272
1907,業者,ぎょうしゃ,business man,Noun,Core 2000 Step 03 - 200,6661
1908,サッカー,サッカー,"soccer, football",Noun,Core 2000 Step 08 - 007,9770
1909,スープ,スープ,"soup, broth",Noun,Core 2000 Step 08 - 015,6052
1910,バナナ,バナナ,banana,Noun,Core 2000 Step 08 - 016,11957
1911,パトカー,パトカー,"police car, patrol car",Noun,Core 2000 Step 08 - 019,6540
1912,ハンバーガー,ハンバーガー,hamburger,Noun,Core 2000 Step 08 - 020,17475
1913,エスカレーター,エスカレーター,escalator,Noun,Core 2000 Step 08 - 022,23097
1914,タオル,タオル,towel,Noun,Core 2000 Step 08 - 024,4354
1915,パチンコ,パチンコ,pachinko (vertical pinball),Noun,Core 2000 Step 08 - 028,10482
1916,みかん,みかん,"tangerine, mandarin orange",Noun,Core 2000 Step 08 - 031,15681
1917,ケーキ,ケーキ,cake,Noun,Core 2000 Step 08 - 033,6636
1918,コップ,コップ,"cup, glass",Noun,Core 2000 Step 08 - 034,3624
1919,ナイロン,ナイロン,nylon,Noun,Core 2000 Step 08 - 038,26108
1920,スーツ,スーツ,suit,Noun,Core 2000 Step 08 - 047,2779
1921,チケット,チケット,ticket,Noun,Core 2000 Step 08 - 048,12104
1922,チョコレート,チョコレート,chocolate,Noun,Core 2000 Step 08 - 049,7838
1923,チャンネル,チャンネル,channel,Noun,Core 2000 Step 08 - 061,12830
1924,マッチ,マッチ,"match, matchbox",Noun,Core 2000 Step 08 - 063,5926
1925,ストーブ,ストーブ,"paraffin heater, stove",Noun,Core 2000 Step 08 - 068,8425
1926,ガソリンスタンド,ガソリンスタンド,gas station,Noun,Core 2000 Step 08 - 071,32520
1927,デート,デート,date,Verbal Noun,Core 2000 Step 08 - 077,4865
1928,レモン,レモン,lemon,Noun,Core 2000 Step 08 - 080,9813
1929,チーズ,チーズ,cheese,Noun,Core 2000 Step 08 - 085,9900
1930,ドライブ,ドライブ,drive,Verbal Noun,Core 2000 Step 08 - 086,9406
1931,ラケット,ラケット,racket,Noun,Core 2000 Step 08 - 088,32520
1932,スチュワーデス,スチュワーデス,flight attendant,Noun,Core 2000 Step 08 - 093,17023
1933,テープレコーダー,テープレコーダー,"tape recorder, cassette recorder",Noun,Core 2000 Step 08 - 095,24615
1934,ソース,ソース,"sauce, Worcestershire sauce",Noun,Core 2000 Step 08 - 106,13525
1935,タイプライター,タイプライター,typewriter,Noun,Core 2000 Step 08 - 107,21480
1936,トマト,トマト,tomato,Noun,Core 2000 Step 08 - 109,13359
1937,バター,バター,butter,Noun,Core 2000 Step 08 - 111,9981
1938,バレーボール,バレーボール,volleyball,Noun,Core 2000 Step 08 - 113,35660
1939,カレンダー,カレンダー,calendar,Noun,Core 2000 Step 08 - 115,16205
1940,ハンドバッグ,ハンドバッグ,handbag,Noun,Core 2000 Step 08 - 120,8142
1941,ベル,ベル,bell,Noun,Core 2000 Step 08 - 121,1842
1942,インク,インク,ink,Noun,Core 2000 Step 08 - 123,11699
1943,ミルク,ミルク,"milk, baby milk",Noun,Core 2000 Step 08 - 135,7435
1944,サラダ,サラダ,salad,Noun,Core 2000 Step 08 - 140,12194
1945,ベルト,ベルト,belt,Noun,Core 2000 Step 08 - 149,4496
1946,ラーメン,ラーメン,ramen (Chinese noodles),Noun,Core 2000 Step 08 - 152,10669
1947,ライター,ライター,lighter,Noun,Core 2000 Step 08 - 153,5268
1948,ワイシャツ,ワイシャツ,"(business) shirt, (white) shirt",Noun,Core 2000 Step 08 - 154,9749
1949,シャワー,シャワー,shower,Noun,Core 2000 Step 08 - 157,4898
1950,うどん,うどん,"noodles, Japanese wheat noodles",Noun,Core 2000 Step 08 - 161,11441
1951,スーパーマーケット,スーパーマーケット,supermarket,Noun,Core 2000 Step 08 - 171,24313
1952,ハンカチ,ハンカチ,handkerchief,Noun,Core 2000 Step 08 - 172,3554
1953,ビデオテープ,ビデオテープ,videotape,Noun,Core 2000 Step 08 - 173,22073
1954,アナウンサー,アナウンサー,"news reader, announcer",Noun,Core 2000 Step 08 - 175,12295
1955,スプーン,スプーン,spoon,Noun,Core 2000 Step 08 - 179,8357
1956,ブラウス,ブラウス,blouse,Noun,Core 2000 Step 08 - 185,8418
1957,リボン,リボン,ribbon,Noun,Core 2000 Step 08 - 187,6209
1958,ステレオ,ステレオ,stereo,Noun,Core 2000 Step 08 - 191,19205
1959,フォーク,フォーク,fork,Noun,Core 2000 Step 08 - 194,8317
1960,どうぞ,どうぞ,"please, by all means, here you are",Adverb,Core 2000 Step 08 - 200,1153
1961,ネックレス,ネックレス,necklace,Noun,Core 2000 Step 09 - 003,14344
1962,パジャマ,パジャマ,pajamas,Noun,Core 2000 Step 09 - 004,7955
1963,ボールペン,ボールペン,ballpoint pen,Noun,Core 2000 Step 09 - 005,13010
1964,そば,そば,"buckwheat noodles, soba",Noun,Core 2000 Step 09 - 011,540
1965,バスケットボール,バスケットボール,basketball,Noun,Core 2000 Step 09 - 016,44363
1966,サンドイッチ,サンドイッチ,sandwich,Noun,Core 2000 Step 09 - 026,11553
1967,ウール,ウール,wool,Noun,Core 2000 Step 09 - 035,31927
1968,コーラ,コーラ,"cola, coke",Noun,Core 2000 Step 09 - 036,10705
1969,トイレットペーパー,トイレットペーパー,toilet paper,Noun,Core 2000 Step 09 - 037,40199
1970,ハイキング,ハイキング,hiking,Verbal Noun,Core 2000 Step 09 - 040,34408
1971,ハム,ハム,ham,Noun,Core 2000 Step 09 - 043,11761
1972,ボーイフレンド,ボーイフレンド,boyfriend,Noun,Core 2000 Step 09 - 044,17641
1973,アイロン,アイロン,iron,Noun,Core 2000 Step 09 - 048,20172
1974,カレーライス,カレーライス,curry rice,Noun,Core 2000 Step 09 - 050,26983
1975,キャッシュカード,キャッシュカード,ATM card,Noun,Core 2000 Step 09 - 051,38927
1976,イヤリング,イヤリング,earrings,Noun,Core 2000 Step 09 - 065,25154
1977,ガールフレンド,ガールフレンド,girlfriend,Noun,Core 2000 Step 09 - 069,23427
1978,カセットテープ,カセットテープ,cassette tape,Noun,Core 2000 Step 09 - 070,39314
1979,ジャム,ジャム,jam,Noun,Core 2000 Step 09 - 076,12763
1980,スリッパ,スリッパ,slippers,Noun,Core 2000 Step 09 - 077,10327
1981,トランプ,トランプ,"(a pack of) cards, (playing) cards",Verbal Noun,Core 2000 Step 09 - 080,10550
1982,ラッシュアワー,ラッシュアワー,rush hour,Noun,Core 2000 Step 09 - 089,53169
1983,カップ,カップ,"cup, cup (measurement)",Noun,Core 2000 Step 09 - 094,4279
1984,スケート,スケート,"skate, skates",Noun,Core 2000 Step 09 - 097,33845
1985,ピクニック,ピクニック,picnic,Noun,Core 2000 Step 09 - 106,21518
1986,すき焼き,すきやき,sukiyaki,Noun,Core 2000 Step 09 - 178,47902
1987,マフラー,マフラー,"scarf, muffler",Noun,Core 2000 Step 09 - 122,13264
1988,アクセサリー,アクセサリー,"accessories, jewelry",Noun,Core 2000 Step 09 - 124,18443
1989,ランチ,ランチ,lunch,Noun,Core 2000 Step 09 - 140,9690
1990,レシート,レシート,receipt,Noun,Core 2000 Step 09 - 141,37876
1991,チョーク,チョーク,chalk,Noun,Core 2000 Step 09 - 148,22554
1992,ティッシュ,ティッシュ,tissue,Noun,Core 2000 Step 09 - 150,17475
1993,ノック,ノック,knock,Verbal Noun,Core 2000 Step 09 - 154,3683
1994,ピンポン,ピンポン,"table tennis, ping pong",Verbal Noun,Core 2000 Step 09 - 183,37293
1995,レインコート,レインコート,raincoat,Noun,Core 2000 Step 09 - 189,16883
1996,アイス,アイス,"popsicle, ice lolly",Noun,Core 2000 Step 09 - 190,17692
1997,ウィスキー,ウィスキー,whisky,Noun,Core 2000 Step 09 - 192,9567
1998,エアメール,エアメール,airmail,Noun,Core 2000 Step 09 - 193,90120
1999,シャープペンシル,シャープペンシル,mechanical pencil,Noun,Core 2000 Step 09 - 197,59483
2000,アイスコーヒー,アイスコーヒー,iced coffee,Noun,Core 2000 Step 10 - 013,31355
2001,ウェートレス,ウェートレス,waitress,Noun,Core 2000 Step 10 - 022,103602
2002,居る,いる,be present,Verb,Core 2000 Step 08 - 189,561
2003,クリーニング,クリーニング,"cleaning, laundry",Verbal Noun,Core 2000 Step 10 - 050,29580
2004,てんぷら,てんぷら,"tempura, Japanese deep-fried breaded food",Noun,Core 2000 Step 10 - 103,42439
2005,パーセント,パーセント,percent,Noun,Core 2000 Step 10 - 123,3297
2006,ウェーター,ウェーター,waiter,Noun,Core 2000 Step 10 - 187,137227
2007,逢う,あう,meet (esp. sb of the opposite sex),Verb,Core 2000 Step 05 - 183,2647
